Dates,Present Storage(TMC),Reservoir Level(TMC),Inflow,Outflow,MADIKERI,SOMWARPET,VIRAJPET,Label
2016-10-17,4.46,2842.78,361,0,0,0.021666666666667,0.021666666666667,5
2016-10-18,4.48,2843.06,337,0,0.03,0.01,0,5
2016-10-19,4.51,2843.31,301,0,0.19,0.005,0,5
2016-10-20,4.54,2843.56,301,0,0.0375,0.003333333333333,0,4
2016-10-21,4.555,2843.72,210.5,0,0.1125,0.12,0.013333333333333,3
2016-10-22,4.57,2843.88,120,0,0.31,0.043333333333333,0.041666666666667,1
2016-10-23,4.58,2843.96,100,0,0,0,0,5
2016-10-24,4.62,2844.16,471.89,0,0.3925,0,0.003333333333333,0
2016-10-25,4.47,2842.96,175,2000,0.1825,0.053333333333333,0.003333333333333,6
2016-10-26,4.36,2841.83,650,2000,0.005,0.02,0.04,6
2016-10-27,4.24,2840.69,640,2000,0.0975,0.021666666666667,0.02,6
2016-10-28,4.06,2838.965,545,2500,0,0,0,5
2016-10-29,3.88,2837.24,450,3000,0.025,0.1,0.033333333333333,5
2016-10-30,3.58,2834.32,450,6500,0.16,0.746666666666667,1.34666666666667,5
2016-10-31,3.42,2831.54,350,5000,0,0,0.04,5
2016-11-01,3.26,2828.41,362,5000,0.01868544600939,0.005007824726135,0.03981220657277,5
2016-11-02,3.14,2826.1,363,5000,0.037370892018779,0.010015649452269,0.03962441314554,5
2016-11-03,3.1,2825.37,443,1875,0.056056338028169,0.015023474178404,0.03943661971831,4
2016-11-04,3.11,2825.51,286.5,937.5,0.074741784037559,0.020031298904538,0.03924882629108,3
2016-11-05,3.12,2825.65,130,0,0.093427230046948,0.025039123630673,0.03906103286385,3
2016-11-06,3.13,2825.87,118,0,0.112112676056338,0.030046948356808,0.03887323943662,3
2016-11-07,3.14,2826.06,106,0,0.130798122065728,0.035054773082942,0.03868544600939,1
2016-11-08,3.15,2826.24,100,0,0.149483568075117,0.040062597809077,0.03849765258216,1
2016-11-09,3.16,2826.4,94,0,0.168169014084507,0.045070422535211,0.03830985915493,3
2016-11-10,3.16,2826.58,106,0,0.186854460093897,0.050078247261346,0.0381220657277,1
2016-11-11,2.97,2823.91,96,2500,0.205539906103286,0.055086071987481,0.03793427230047,1
2016-11-12,2.78,2821.24,86,5000,0.224225352112676,0.060093896713615,0.03774647887324,1
2016-11-13,2.49,2817.95,90,4500,0.242910798122066,0.06510172143975,0.037558685446009,1
2016-11-14,2.21,2814.92,88,3500,0.261596244131455,0.070109546165884,0.037370892018779,1
2016-11-15,2.03,2812.54,82,2400,0.280281690140845,0.075117370892019,0.037183098591549,1
2016-11-16,2.04,2812.73,92,0,0.298967136150235,0.080125195618154,0.036995305164319,0
2016-11-17,2.06,2812.95,176,0,0.317652582159624,0.085133020344288,0.036807511737089,0
2016-11-18,2.075,2813.16,172,0,0.336338028169014,0.090140845070423,0.036619718309859,0
2016-11-19,2.09,2813.37,168,0,0.355023474178404,0.095148669796557,0.036431924882629,0
2016-11-20,2.1,2813.58,168,0,0.373708920187794,0.100156494522692,0.036244131455399,0
2016-11-21,2.11,2813.77,152,0,0.392394366197183,0.105164319248827,0.036056338028169,3
2016-11-22,2.13,2813.95,144,0,0.411079812206573,0.110172143974961,0.035868544600939,0
2016-11-23,2.14,2814.12,165,0,0.429765258215963,0.115179968701096,0.035680751173709,0
2016-11-24,2.16,2814.3,188,0,0.448450704225352,0.12018779342723,0.035492957746479,3
2016-11-25,2.165,2814.395,141.5,0,0.467136150234742,0.125195618153365,0.035305164319249,1
2016-11-26,2.17,2814.49,95,0,0.485821596244131,0.1302034428795,0.035117370892019,3
2016-11-27,2.19,2814.63,146,0,0.504507042253521,0.135211267605634,0.034929577464789,0
2016-11-28,2.2,2814.8,177,0,0.523192488262911,0.140219092331769,0.034741784037559,4
2016-11-29,2.22,2815.02,230,0,0.5418779342723,0.145226917057903,0.034553990610329,3
2016-11-30,2.23,2815.16,146,0,0.56056338028169,0.150234741784038,0.034366197183099,3
2016-12-01,2.25,2815.29,135,0,0.57924882629108,0.155242566510173,0.034178403755869,3
2016-12-02,2.26,2815.425,140.5,0,0.597934272300469,0.160250391236307,0.033990610328639,3
2016-12-03,2.27,2815.56,146,0,0.616619718309859,0.165258215962442,0.033802816901409,0
2016-12-04,2.29,2815.75,198,0,0.635305164319249,0.170266040688576,0.033615023474179,0
2016-12-05,2.3,2815.93,188,0,0.653990610328638,0.175273865414711,0.033427230046948,0
2016-12-06,2.32,2816.08,156,0,0.672676056338028,0.180281690140846,0.033239436619718,0
2016-12-07,2.33,2816.23,156,0,0.691361502347418,0.18528951486698,0.033051643192488,3
2016-12-08,2.34,2816.35,125,0,0.710046948356808,0.190297339593115,0.032863849765258,3
2016-12-09,2.35,2816.47,130,0,0.728732394366197,0.195305164319249,0.032676056338028,3
2016-12-10,2.36,2816.59,135,0,0.747417840375587,0.200312989045384,0.032488262910798,3
2016-12-11,2.37,2816.71,125,0,0.766103286384977,0.205320813771519,0.032300469483568,3
2016-12-12,2.38,2816.81,104,0,0.784788732394366,0.210328638497653,0.032112676056338,3
2016-12-13,2.39,2816.91,104,0,0.803474178403756,0.215336463223788,0.031924882629108,0
2016-12-14,2.42,2817.18,188,0,0.822159624413145,0.220344287949922,0.031737089201878,5
2016-12-15,2.44,2817.48,313,0,0.840845070422535,0.225352112676057,0.031549295774648,4
2016-12-16,2.455,2817.635,224,0,0.859530516431925,0.230359937402192,0.031361502347418,3
2016-12-17,2.47,2817.79,135,0,0.878215962441315,0.235367762128326,0.031173708920188,3
2016-12-18,2.48,2817.91,125,0,0.896901408450704,0.240375586854461,0.030985915492958,3
2016-12-19,2.49,2818.03,125,0,0.915586854460094,0.245383411580595,0.030798122065728,3
2016-12-20,2.5,2818.13,104,0,0.934272300469484,0.25039123630673,0.030610328638498,3
2016-12-21,2.51,2818.24,115,0,0.952957746478873,0.255399061032865,0.030422535211268,1
2016-12-22,2.52,2818.31,73,0,0.971643192488263,0.260406885758999,0.030234741784038,1
2016-12-23,2.525,2818.385,73,0,0.990328638497652,0.265414710485134,0.030046948356808,1
2016-12-24,2.53,2818.46,73,0,1.00901408450704,0.270422535211268,0.029859154929578,1
2016-12-25,2.54,2818.54,83,0,1.02769953051643,0.275430359937403,0.029671361502348,1
2016-12-26,2.54,2818.6,63,0,1.04638497652582,0.280438184663538,0.029483568075117,1
2016-12-27,2.55,2818.67,73,0,1.06507042253521,0.285446009389672,0.029295774647887,1
2016-12-28,2.56,2818.74,73,0,1.0837558685446,0.290453834115807,0.029107981220657,1
2016-12-29,2.56,2818.79,52,0,1.10244131455399,0.295461658841941,0.028920187793427,1
2016-12-30,2.57,2818.84,52,0,1.12112676056338,0.300469483568076,0.028732394366197,1
2016-12-31,2.575,2818.895,57,0,1.13981220657277,0.305477308294211,0.028544600938967,1
2017-01-01,2.58,2818.95,62,0,1.15849765258216,0.310485133020345,0.028356807511737,1
2017-01-02,2.58,2819,52,0,1.17718309859155,0.31549295774648,0.028169014084507,1
2017-01-03,2.59,2819.05,52,0,1.19586854460094,0.320500782472614,0.027981220657277,1
2017-01-04,2.59,2819.1,52,0,1.21455399061033,0.325508607198749,0.027793427230047,1
2017-01-05,2.59,2819.15,52,0,1.23323943661972,0.330516431924884,0.027605633802817,0
2017-01-06,2.6,2819.19,42,0,1.25192488262911,0.335524256651018,0.027417840375587,0
2017-01-07,2.605,2819.24,47,0,1.2706103286385,0.340532081377153,0.027230046948357,1
2017-01-08,2.61,2819.29,52,0,1.28929577464789,0.345539906103287,0.027042253521127,0
2017-01-09,2.61,2819.32,32,0,1.30798122065728,0.350547730829422,0.026854460093897,0
2017-01-10,2.61,2819.36,41,0,1.32666666666667,0.355555555555557,0.026666666666667,0
2017-01-11,2.62,2819.39,31,0,1.34535211267606,0.360563380281691,0.026478873239437,0
2017-01-12,2.62,2819.43,41,0,1.36403755868545,0.365571205007826,0.026291079812207,0
2017-01-13,2.62,2819.46,31,0,1.38272300469484,0.37057902973396,0.026103286384977,0
2017-01-14,2.625,2819.5,36,0,1.40140845070423,0.375586854460095,0.025915492957747,0
2017-01-15,2.63,2819.54,41,0,1.42009389671362,0.38059467918623,0.025727699530517,0
2017-01-16,2.63,2819.56,41,0,1.438779342723,0.385602503912364,0.025539906103286,0
2017-01-17,2.63,2819.59,31,0,1.45746478873239,0.390610328638499,0.025352112676056,0
2017-01-18,2.64,2819.61,21,0,1.47615023474178,0.395618153364634,0.025164319248826,0
2017-01-19,2.64,2819.62,22,0,1.49483568075117,0.400625978090768,0.024976525821596,0
2017-01-20,2.64,2819.63,18,0,1.51352112676056,0.405633802816903,0.024788732394366,0
2017-01-21,2.64,2819.65,19,0,1.53220657276995,0.410641627543037,0.024600938967136,0
2017-01-22,2.64,2819.67,20,0,1.55089201877934,0.415649452269172,0.024413145539906,0
2017-01-23,2.64,2819.69,20,0,1.56957746478873,0.420657276995306,0.024225352112676,0
2017-01-24,2.64,2819.69,20,0,1.58826291079812,0.425665101721441,0.024037558685446,0
2017-01-25,2.64,2819.71,18,0,1.60694835680751,0.430672926447576,0.023849765258216,0
2017-01-26,2.64,2819.71,18,0,1.6256338028169,0.43568075117371,0.023661971830986,0
2017-01-27,2.65,2819.72,18,0,1.64431924882629,0.440688575899845,0.023474178403756,3
2017-01-28,2.67,2819.97,108,0,1.66300469483568,0.445696400625979,0.023286384976526,0
2017-01-29,2.69,2820.22,198,0,1.68169014084507,0.450704225352114,0.023098591549296,1
2017-01-30,2.7,2820.29,73,0,1.70037558685446,0.455712050078249,0.022910798122066,0
2017-01-31,2.7,2820.32,31,0,1.71906103286385,0.460719874804383,0.022723004694836,0
2017-02-01,2.7,2820.35,31,0,1.73774647887324,0.465727699530518,0.022535211267606,0
2017-02-02,2.71,2820.38,31,0,1.75643192488263,0.470735524256653,0.022347417840376,0
2017-02-03,2.71,2820.39,15,0,1.77511737089202,0.475743348982787,0.022159624413146,0
2017-02-04,2.71,2820.41,17.5,0,1.79380281690141,0.480751173708922,0.021971830985916,0
2017-02-05,2.71,2820.43,20,0,1.8124882629108,0.485758998435056,0.021784037558686,0
2017-02-06,2.71,2820.43,20,0,1.83117370892019,0.490766823161191,0.021596244131455,0
2017-02-07,2.71,2820.44,15,0,1.84985915492958,0.495774647887326,0.021408450704225,0
2017-02-08,2.71,2820.44,15,0,1.86854460093897,0.50078247261346,0.021220657276995,0
2017-02-09,2.71,2820.44,15,0,1.88723004694836,0.505790297339595,0.021032863849765,0
2017-02-10,2.71,2820.44,15,0,1.90591549295775,0.510798122065729,0.020845070422535,0
2017-02-11,2.71,2820.44,12.5,0,1.92460093896714,0.515805946791864,0.020657276995305,0
2017-02-12,2.71,2820.44,10,0,1.94328638497653,0.520813771517998,0.020469483568075,0
2017-02-13,2.71,2820.44,10,0,1.96197183098592,0.525821596244133,0.020281690140845,0
2017-02-14,2.71,2820.43,8,0,1.98065727699531,0.530829420970268,0.020093896713615,0
2017-02-15,2.71,2820.43,8,0,1.99934272300469,0.535837245696402,0.019906103286385,0
2017-02-16,2.71,2820.43,9,0,2.01802816901408,0.540845070422537,0.019718309859155,0
2017-02-17,2.71,2820.42,8,0,2.03671361502347,0.545852895148671,0.019530516431925,0
2017-02-18,2.71,2820.405,8,0,2.05539906103286,0.550860719874806,0.019342723004695,0
2017-02-19,2.71,2820.39,8,0,2.07408450704225,0.555868544600941,0.019154929577465,0
2017-02-20,2.7,2820.36,7,0,2.09276995305164,0.560876369327075,0.018967136150235,0
2017-02-21,2.7,2820.32,7,0,2.11145539906103,0.56588419405321,0.018779342723005,0
2017-02-22,2.7,2820.28,8,0,2.13014084507042,0.570892018779345,0.018591549295775,0
2017-02-23,2.7,2820.28,7,0,2.14882629107981,0.575899843505479,0.018403755868545,0
2017-02-24,2.62,2819.48,5,2092,2.1675117370892,0.580907668231614,0.018215962441315,0
2017-02-25,2.335,2816.18,5,3033,2.18619718309859,0.585915492957748,0.018028169014085,0
2017-02-26,2.05,2812.88,5,3974,2.20488262910798,0.590923317683883,0.017840375586855,0
2017-02-27,1.86,2810.18,5,2162,2.22356807511737,0.595931142410017,0.017652582159625,0
2017-02-28,1.75,2808.58,5,1281,2.24225352112676,0.600938967136152,0.017464788732394,0
2017-03-01,1.75,2808.53,5,30,2.26093896713615,0.605946791862287,0.017276995305164,0
2017-03-02,1.75,2808.5,5,10,2.27962441314554,0.610954616588421,0.017089201877934,0
2017-03-03,1.75,2808.5,5,20,2.29830985915493,0.615962441314556,0.016901408450704,0
2017-03-04,1.745,2808.455,5,12.5,2.31699530516432,0.62097026604069,0.016713615023474,0
2017-03-05,1.74,2808.41,5,5,2.33568075117371,0.625978090766825,0.016525821596244,0
2017-03-06,1.74,2808.38,5,5,2.3543661971831,0.63098591549296,0.016338028169014,0
2017-03-07,1.74,2808.38,5,5,2.37305164319249,0.635993740219094,0.016150234741784,0
2017-03-08,1.74,2808.33,5,5,2.39173708920188,0.641001564945229,0.015962441314554,0
2017-03-09,1.73,2808.3,5,5,2.41042253521127,0.646009389671363,0.015774647887324,0
2017-03-10,1.73,2808.26,5,5,2.42910798122066,0.651017214397498,0.015586854460094,0
2017-03-11,1.725,2808.215,5,5,2.44779342723005,0.656025039123633,0.015399061032864,0
2017-03-12,1.72,2808.17,5,5,2.46647887323944,0.661032863849767,0.015211267605634,0
2017-03-13,1.72,2808.13,5,5,2.48516431924883,0.666040688575902,0.015023474178404,0
2017-03-14,1.72,2808.09,5,5,2.50384976525822,0.671048513302037,0.014835680751174,0
2017-03-15,1.72,2808.07,5,8,2.52253521126761,0.676056338028171,0.014647887323944,0
2017-03-16,1.72,2808.04,5,8,2.54122065727699,0.681064162754306,0.014460093896714,0
2017-03-17,1.72,2808.04,5,8,2.55990610328638,0.68607198748044,0.014272300469484,0
2017-03-18,1.715,2808.015,5,8,2.57859154929577,0.691079812206575,0.014084507042254,0
2017-03-19,1.71,2807.99,5,8,2.59727699530516,0.696087636932709,0.013896713615024,0
2017-03-20,1.71,2807.95,5,8,2.61596244131455,0.701095461658844,0.013708920187794,0
2017-03-21,1.71,2807.91,5,8,2.63464788732394,0.706103286384979,0.013521126760563,0
2017-03-22,1.7,2807.88,8,8,2.65333333333333,0.711111111111113,0.013333333333333,0
2017-03-23,1.7,2807.83,5,8,2.67201877934272,0.716118935837248,0.013145539906103,0
2017-03-24,1.7,2807.8,5,8,2.69070422535211,0.721126760563382,0.012957746478873,0
2017-03-25,1.685,2807.565,5,8,2.7093896713615,0.726134585289517,0.012769953051643,0
2017-03-26,1.67,2807.33,5,8,2.72807511737089,0.731142410015652,0.012582159624413,0
2017-03-27,1.69,2807.68,5,8,2.74676056338028,0.736150234741786,0.012394366197183,0
2017-03-28,1.69,2807.62,4,9,2.76544600938967,0.741158059467921,0.012206572769953,0
2017-03-29,1.68,2807.56,4,9,2.78413145539906,0.746165884194055,0.012018779342723,0
2017-03-30,1.68,2807.5,4,9,2.80281690140845,0.75117370892019,0.011830985915493,0
2017-03-31,1.68,2807.46,4,9,2.82150234741784,0.756181533646325,0.011643192488263,0
2017-04-01,1.675,2807.41,4,9,2.84018779342723,0.761189358372459,0.011455399061033,0
2017-04-02,1.67,2807.36,4,9,2.85887323943662,0.766197183098594,0.011267605633803,0
2017-04-03,1.67,2807.31,4,9,2.87755868544601,0.771205007824728,0.011079812206573,0
2017-04-04,1.66,2807.25,4,9,2.8962441314554,0.776212832550863,0.010892018779343,0
2017-04-05,1.66,2807.23,10,9,2.91492957746479,0.781220657276998,0.010704225352113,0
2017-04-06,1.66,2807.19,10,9,2.93361502347418,0.786228482003132,0.010516431924883,0
2017-04-07,1.66,2807.19,30,9,2.95230046948357,0.791236306729267,0.010328638497653,0
2017-04-08,1.66,2807.18,19,9,2.97098591549296,0.796244131455402,0.010140845070423,0
2017-04-09,1.66,2807.17,8,9,2.98967136150235,0.801251956181536,0.009953051643192,0
2017-04-10,1.66,2807.17,8,9,3.00835680751174,0.806259780907671,0.009765258215962,0
2017-04-11,1.65,2807.14,8,9,3.02704225352113,0.811267605633805,0.009577464788732,0
2017-04-12,1.65,2807.13,10,9,3.04572769953052,0.81627543035994,0.009389671361502,0
2017-04-13,1.65,2807.11,10,9,3.06441314553991,0.821283255086074,0.009201877934272,0
2017-04-14,1.65,2807.08,8,9,3.0830985915493,0.826291079812209,0.009014084507042,0
2017-04-15,1.65,2807.05,6.5,9,3.10178403755869,0.831298904538344,0.008826291079812,0
2017-04-16,1.65,2807.02,5,9,3.12046948356807,0.836306729264478,0.008638497652582,0
2017-04-17,1.64,2806.98,5,9,3.13915492957747,0.841314553990613,0.008450704225352,0
2017-04-18,1.64,2806.92,5,9,3.15784037558685,0.846322378716748,0.008262910798122,0
2017-04-19,1.64,2806.89,5,13,3.17652582159624,0.851330203442882,0.008075117370892,0
2017-04-20,1.63,2806.85,5,11,3.19521126760563,0.856338028169017,0.007887323943662,0
2017-04-21,1.63,2806.85,5,11,3.21389671361502,0.861345852895151,0.007699530516432,0
2017-04-22,1.63,2806.815,5,11,3.23258215962441,0.866353677621286,0.007511737089202,0
2017-04-23,1.63,2806.78,5,11,3.2512676056338,0.871361502347421,0.007323943661972,0
2017-04-24,1.63,2806.75,5,11,3.26995305164319,0.876369327073555,0.007136150234742,0
2017-04-25,1.62,2806.69,5,11,3.28863849765258,0.88137715179969,0.006948356807512,0
2017-04-26,1.62,2806.69,5,11,3.30732394366197,0.886384976525824,0.006760563380282,0
2017-04-27,1.62,2806.61,5,11,3.32600938967136,0.891392801251959,0.006572769953052,0
2017-04-28,1.61,2806.57,5,11,3.34469483568075,0.896400625978093,0.006384976525822,0
2017-04-29,1.61,2806.525,5,11,3.36338028169014,0.901408450704228,0.006197183098592,0
2017-04-30,1.61,2806.48,5,11,3.38206572769953,0.906416275430363,0.006009389671362,0
2017-05-01,1.6,2806.43,5,11,3.40075117370892,0.911424100156497,0.005821596244131,3
2017-05-02,1.61,2806.56,104,11,3.41943661971831,0.916431924882632,0.005633802816901,0
2017-05-03,1.62,2806.59,24,11,3.4381220657277,0.921439749608766,0.005446009389671,0
2017-05-04,1.62,2806.64,40,11,3.45680751173709,0.926447574334901,0.005258215962441,0
2017-05-05,1.62,2806.62,16,11,3.47549295774648,0.931455399061036,0.005070422535211,0
2017-05-06,1.62,2806.66,18,11,3.49417840375587,0.93646322378717,0.004882629107981,0
2017-05-07,1.62,2806.7,20,11,3.51286384976526,0.941471048513305,0.004694835680751,0
2017-05-08,1.62,2806.7,20,11,3.53154929577465,0.946478873239439,0.004507042253521,0
2017-05-09,1.62,2806.7,30,11,3.55023474178404,0.951486697965574,0.004319248826291,0
2017-05-10,1.62,2806.7,30,11,3.56892018779343,0.956494522691708,0.004131455399061,0
2017-05-11,1.62,2806.69,25,11,3.58760563380282,0.961502347417843,0.003943661971831,0
2017-05-12,1.62,2806.69,25,11,3.60629107981221,0.966510172143978,0.003755868544601,0
2017-05-13,1.62,2806.67,22.5,11,3.6249765258216,0.971517996870112,0.003568075117371,0
2017-05-14,1.62,2806.65,20,11,3.64366197183099,0.976525821596247,0.003380281690141,0
2017-05-15,1.62,2806.65,25,11,3.66234741784038,0.981533646322382,0.003192488262911,0
2017-05-16,1.62,2806.63,20,11,3.68103286384977,0.986541471048516,0.003004694835681,0
2017-05-17,1.62,2806.61,20,11,3.69971830985915,0.991549295774651,0.002816901408451,0
2017-05-18,1.62,2806.59,20,11,3.71840375586854,0.996557120500786,0.002629107981221,0
2017-05-19,1.63,2806.78,152,11,3.73708920187793,1.00156494522692,0.002441314553991,3
2017-05-20,1.635,2806.85,128.5,11,3.75577464788732,1.00657276995305,0.002253521126761,3
2017-05-21,1.64,2806.92,105,11,3.77446009389671,1.01158059467919,0.002065727699531,0
2017-05-22,1.64,2806.92,40,11,3.7931455399061,1.01658841940532,0.0018779342723,0
2017-05-23,1.64,2806.91,30,11,3.81183098591549,1.02159624413146,0.00169014084507,0
2017-05-24,1.64,2806.9,30,11,3.83051643192488,1.02660406885759,0.00150234741784,0
2017-05-25,1.64,2806.89,25,11,3.84920187793427,1.03161189358373,0.00131455399061,0
2017-05-26,1.63,2806.87,20,11,3.86788732394366,1.03661971830986,0.00112676056338,0
2017-05-27,1.63,2806.87,20,11,3.88657276995305,1.041627543036,0.00093896713615,0
2017-05-28,1.63,2806.87,20,11,3.90525821596244,1.04663536776213,0.00075117370892,0
2017-05-29,1.63,2806.87,20,11,3.92394366197183,1.05164319248827,0.00056338028169,0
2017-05-30,1.63,2806.86,20,11,3.94262910798122,1.0566510172144,0.00037558685446,0
2017-05-31,1.64,2806.91,40,11,3.96131455399061,1.06165884194054,0.00018779342723,3
2017-06-01,1.65,2807.05,115,11,3.98,1.06666666666667,0,1
2017-06-02,1.65,2807.13,65,11,9.2275,0.513333333333333,3.1,0
2017-06-03,1.66,2807.17,45,11,12.3575,1.745,8.60666666666667,0
2017-06-04,1.66,2807.23,50,11,12.4675,3.945,6.77166666666667,0
2017-06-05,1.66,2807.28,40,11,20.3075,0.72,13.675,0
2017-06-06,1.67,2807.32,40,11,3.205,1.59833333333333,1.78,0
2017-06-07,1.67,2807.36,40,11,17.835,12.19,10.5383333333333,3
2017-06-08,1.68,2807.54,140,11,2.8875,0.918333333333333,1.2,1
2017-06-09,1.69,2807.64,80,11,6.37,2.26833333333333,0.978333333333333,4
2017-06-10,1.705,2807.855,212.5,11,12.97,7.99,2.15333333333333,5
2017-06-11,1.72,2808.07,345,11,39.04,25.2116666666667,23.2066666666667,9
2017-06-12,1.84,2809.76,1352,11,52.0975,23.495,35.8733333333333,7
2017-06-13,1.9,2810.77,808,11,14.91,9.64833333333333,28.4483333333333,6
2017-06-14,1.96,2811.62,680,11,27.2675,21.5466666666667,20.9616666666667,7
2017-06-15,2.03,2812.55,744,11,3.775,0.573333333333333,4.685,8
2017-06-16,2.13,2813.95,1112,11,10.2675,4.98333333333333,2.81333333333333,6
2017-06-17,2.14,2814.105,646.5,11,15.05,3.89,8.96333333333333,0
2017-06-18,2.15,2814.26,181,11,6.7825,5.03666666666667,0.975,3
2017-06-19,2.16,2814.4,150,11,10.665,2.08666666666667,12.465,3
2017-06-20,2.17,2814.46,105,11,2.1225,0.751666666666667,2.635,3
2017-06-21,2.18,2814.6,146,11,15.125,11.935,9.235,5
2017-06-22,2.21,2814.95,365,11,8.6325,3.585,1.90666666666667,5
2017-06-23,2.21,2814.95,365,11,3.51,6.005,4.24833333333333,6
2017-06-24,2.275,2815.62,522.5,11,11.8225,5.40166666666667,5.605,6
2017-06-25,2.34,2816.29,680,11,33.3,18.115,19.6383333333333,7
2017-06-26,2.42,2817.23,980,11,66.64,35.1133333333333,39.98,11
2017-06-27,2.6,2819.26,2123,11,60.545,37.0366666666667,47.7883333333333,9
2017-06-28,2.73,2820.6,1401,11,35.715,9.435,50.1683333333333,7
2017-06-29,2.81,2821.5,941,11,23.3625,8.78666666666667,27.4033333333333,7
2017-06-30,2.87,2822.21,742,11,22.9325,14.1466666666667,15.72,7
2017-07-01,2.935,2823.305,846.5,11,26.68,15.0533333333333,8.67333333333333,7
2017-07-02,3,2824.4,951,11,24.535,3.48333333333333,11.8016666666667,5
2017-07-03,3,2825.2,467,11,27.195,7.42166666666667,16.0983333333333,4
2017-07-04,3,2826,248,11,21.4575,5.29,6.06166666666667,5
2017-07-05,3,2826.8,447,11,11.415,16.665,4.35833333333333,6
2017-07-06,3,2827.9,680,11,23.5225,12.75,7.46833333333333,8
2017-07-07,3,2829.8,1122,11,20.3325,17.1383333333333,10.58,7
2017-07-08,3.23,2831.035,839,11,10.58,3.76833333333333,3.87333333333333,6
2017-07-09,3.46,2832.27,556,11,5.5575,0.436666666666667,1.83,5
2017-07-10,3.49,2832.92,384,11,6.66,0.255,6.15666666666667,5
2017-07-11,3.52,2833.48,325,11,8.9575,2.61833333333333,5.59,5
2017-07-12,3.54,2834.01,313,11,6.275,11.8083333333333,2.83833333333333,7
2017-07-13,3.61,2834.62,756,11,8.1625,6.19333333333333,1.04166666666667,9
2017-07-14,3.72,2835.68,1276,11,31.6025,13.01,16.405,9
2017-07-15,3.835,2836.81,1354,11,15.6275,8.80333333333333,8.16833333333333,9
2017-07-16,3.95,2837.94,1432,11,21.9325,14.0566666666667,6.47166666666667,9
2017-07-17,4.08,2839.12,1348,11,17.57,20.02,15.7566666666667,9
2017-07-18,4.19,2840.18,1274,11,34.225,29.6533333333333,24.5516666666667,17
2017-07-19,4.68,2844.45,5081,11,95.79,62.6766666666667,58.365,22
2017-07-20,5.86,2849.73,13596,11,139.7075,80.53,107.14,20
2017-07-21,6.56,2852.89,8137,11,20,16.6833333333333,14.8166666666667,19
2017-07-22,7.175,2854.9,7769.5,11,28.0725,27.5883333333333,11.55,19
2017-07-23,7.79,2856.91,7402,11,8.265,8.54333333333334,3.615,13
2017-07-24,8.04,2857.65,2898,1272,11.22,9.18333333333333,4.20666666666667,11
2017-07-25,8.22,2858.16,1997,2050,11.1025,13.22,2.77666666666667,15
2017-07-26,8.26,2858.28,4020,2300,5.465,3.65333333333333,1.19,14
2017-07-27,8.23,2858.21,3525,3850,8.12,10.7666666666667,4.51,14
2017-07-28,8.23,2858.19,3772,3850,28.0625,19.2016666666667,7.16666666666667,15
2017-07-29,8.265,2858.3,3881,4180,11.1625,5.68333333333333,3.67333333333333,15
2017-07-30,8.3,2858.41,3990,4510,6.915,1.405,1.43,12
2017-07-31,8.2,2858.1,2610,3875,5.09,0.21,1.02333333333333,11
2017-08-01,8.22,2858.17,1836,1612,14.5275,2.37666666666667,0.233333333333333,9
2017-08-02,8.22,2858.16,1460,1550,0.9825,0.906666666666667,3.06666666666667,10
2017-08-03,8.17,2858.02,1650,2850,4.075,1.87333333333333,1.755,15
2017-08-04,8.26,2858.28,4018,3050,53.1625,31.5016666666667,16.7683333333333,17
2017-08-05,8.245,2858.245,5477.5,6616,53.5275,23.2233333333333,14.8233333333333,18
2017-08-06,8.23,2858.21,6937,10182,29.0525,18.1116666666667,13.1383333333333,18
2017-08-07,8.35,2858.56,6862,5591,17.835,3.48,7.34666666666667,17
2017-08-08,8.37,2858.61,5395,5250,11.8775,1.41,2.915,15
2017-08-09,8.26,2858.28,3907,5250,4.5675,0.386666666666667,0.426666666666667,14
2017-08-10,8.1,2857.81,3360,5250,2.8775,5.62333333333333,3.20166666666667,10
2017-08-11,7.9,2857.23,1529,3800,0.0025,0.048333333333333,0.12,10
2017-08-12,7.805,2856.94,1587,3525,36.5575,19.535,17.2083333333333,10
2017-08-13,7.71,2856.65,1645,3250,0.0475,0.436666666666667,0.083333333333333,7
2017-08-14,7.51,2856.06,940,3250,0.2975,0.096666666666667,2.39,5
2017-08-15,7.3,2855.46,350,2700,1.1975,0,0.61,7
2017-08-16,7.23,2855.25,850,1500,12.4875,4.14333333333333,5.33,5
2017-08-17,7.18,2855.11,370,1600,13.6575,0.721666666666667,6.95,9
2017-08-18,7.2,2855.17,1480,1625,17.7075,17.6383333333333,7.965,12
2017-08-19,7.22,2855.23,2590,1650,47.61,34.3766666666667,26.1016666666667,19
2017-08-20,7.74,2856.74,7525,1600,38.5825,26.8083333333333,13.3333333333333,20
2017-08-21,8.2,2858.1,9600,3500,52.415,45.34,28.5766666666667,17
2017-08-22,8.11,2857.86,5460,6400,29.9675,23.3816666666667,39.4216666666667,14
2017-08-23,7.94,2857.35,3615,5610,6.99,8.85666666666667,4.99833333333333,13
2017-08-24,7.98,2857.45,2891,2500,9.22,10.0983333333333,13.0416666666667,15
2017-08-25,8.15,2857.95,3958,2000,33.705,29.2133333333333,16.735,17
2017-08-26,8.23,2858.2,5101.5,3750,7.8875,8.85666666666667,8.44833333333333,18
2017-08-27,8.31,2858.45,6245,5500,49.61,29.6383333333333,21.4733333333333,19
